501630	4	625974	4
503988	2	628605	2
504735	4	629411	4
506357	4	631753	4
508327	3	634153	3
509887	4	636209	4
511103	3	638162	3
512513	2	639883	2
513411	5	640934	5
514938	3	642885	3
516094	4	644360	4
518766	2	647403	2
519972	5	648789	5
522939	1	652314	1
523765	4	653387	4
529287	3	660391	3
530391	3	661646	3
531920	4	663586	4
535109	3	668081	3
536796	3	669878	3
538229	5	671450	5
540823	1	675060	1
541145	5	675443	5
544057	4	678842	4
546229	4	681323	4
547975	1	684081	1
548699	2	684879	2
549591	5	686203	5
551156	1	688006	1
551701	1	688687	1
552305	3	689379	3
552949	2	690213	2
553388	2	690734	2
553936	5	691491	5
556299	5	694103	5
559018	5	698024	5
562348	1	702452	1
562765	1	703017	1
563089	5	703421	5
565937	3	707004	3
567428	4	708906	4
570087	3	712256	3
571962	2	714677	2
572280	5	715155	5
574379	1	717700	1
574664	1	718064	1
575694	4	719396	4
578357	2	722815	2
578828	1	723387	1
579422	1	724106	1
579943	3	724806	3
581400	3	726556	3
582687	4	728129	4
583648	1	729435	1
583952	3	729953	3
585015	1	731157	1
585456	1	731771	1
585909	1	732305	1
586231	2	732805	2
587294	2	734309	2
588005	4	735201	4
589025	2	736533	2
589920	4	737667	4
591986	1	740024	1
592397	4	740603	4
594335	1	743040	1
594558	3	743374	3
596352	5	745644	5
597963	3	747878	3
598999	2	749112	2
599938	2	750264	2
600816	1	751239	1
601575	2	752259	2
602953	3	754011	3
604122	1	755570	1
604289	3	755773	3
605028	1	756781	1
605121	5	756909	5
607607	1	759871	1
607998	1	760387	1
608736	5	761335	5
609406	5	762312	5
611877	5	765623	5
615296	3	770117	3
615849	2	770890	2
616655	4	772023	4
618486	4	774145	4
621397	5	777912	5
623979	1	781241	1
624519	4	781972	4
625886	3	783568	3
626942	5	785028	5
629070	2	787692	2
630320	2	789267	2
630850	4	789955	4
632877	1	792355	1
633153	1	792631	1
633637	3	793209	3
634586	3	794301	3
635971	4	796052	4
638741	3	799442	3
639894	4	800842	4
640955	1	802390	1
641842	2	803450	2
642661	1	804483	1
643275	1	805243	1
643295	1	805263	1
643921	4	805984	4
646498	2	809138	2
647232	3	810132	3
649405	1	812691	1
650072	4	813480	4
651999	3	816171	3
653785	2	818811	2
654967	3	820427	3
655917	2	821600	2
657127	4	823153	4
659393	2	825749	2
660504	4	827162	4
662696	1	829633	1
663026	2	830088	2
663707	4	830985	4
665591	4	833243	4
667588	1	835710	1
668028	3	836207	3
668742	2	837074	2
669770	2	838319	2
669816	2	838365	2
670441	3	839214	3
671492	2	840339	2
671884	4	840762	4
674419	5	844187	5
677200	1	847846	1
677831	4	848632	4
679765	4	851082	4
682128	4	854038	4
684086	4	856450	4
686636	4	859533	4
688927	3	862631	3
690341	3	864468	3
691927	1	866371	1
692489	1	867250	1
693291	3	868260	3
694833	3	870100	3
696196	2	871797	2
697202	2	872940	2
698000	3	873985	3
699019	1	875275	1
699283	1	875571	1
699686	1	876093	1
699821	1	876279	1
700568	2	877311	2
702556	5	879818	5
704251	2	881730	2
704810	4	882326	4
707185	5	885066	5
708386	3	886619	3
710571	2	889101	2
711520	1	890230	1
711831	4	890586	4
713772	2	893107	2
714492	1	894199	1
714821	3	894704	3
716178	4	896347	4
718064	3	898681	3
718846	1	899721	1
719120	1	900111	1
719330	5	900361	5
721794	3	903491	3
722679	1	904511	1
723334	1	905307	1
723891	1	906196	1
724276	1	906762	1
724411	3	906991	3
726353	1	909289	1
726956	4	910039	4
730505	3	914549	3
731874	4	916448	4
733206	2	918354	2
733673	1	918918	1
733937	4	919259	4
735512	2	921107	2
736532	4	922334	4
738286	3	924527	3
740365	3	927358	3
743424	2	931254	2
744019	1	931965	1
744485	2	932542	2
744967	2	933184	2
745667	5	934058	5
749852	3	939822	3
752217	5	942926	5
753569	2	944633	2
754761	4	946384	4
757051	3	949430	3
758866	1	951766	1
759556	2	952713	2
760161	5	953615	5
762308	1	956214	1
763126	3	957384	3
764997	3	959588	3
766929	3	962068	3
768366	4	964120	4
771715	4	967800	4
772574	2	968865	2
773399	1	969739	1
774397	4	971049	4
776412	2	973693	2
777634	2	975148	2
778888	3	976760	3
780523	3	978927	3
781198	1	979831	1
781415	2	980095	2
782119	5	980914	5
783534	3	982664	3
786191	1	986007	1
786863	3	986895	3
787628	1	987873	1
787975	4	988431	4
789966	2	990854	2
791532	3	992672	3
792231	1	993464	1
792445	1	993770	1
792815	4	994190	4
794623	3	996521	3
796509	5	998603	5
798312	3	1000715	3
800084	4	1002728	4
802373	3	1005739	3
803586	3	1007365	3
804943	1	1009123	1
805434	3	1009763	3
806347	2	1010840	2
807262	1	1012089	1
807969	1	1013107	1
808484	2	1013736	2
809743	4	1015355	4
813264	3	1020176	3
814734	2	1022582	2
816146	4	1024325	4
817629	4	1025851	4
820080	2	1028838	2
820261	4	1029051	4
821692	3	1030866	3
822701	4	1031996	4
824616	5	1034665	5
826418	2	1036918	2
827577	2	1038405	2
827627	1	1038455	1
828135	2	1039160	2
829337	4	1040692	4
831188	5	1043167	5
833150	4	1045629	4
835927	3	1049051	3
838124	3	1051980	3
839223	3	1053323	3
839890	2	1054169	2
841526	3	1056526	3
843182	3	1058436	3
844956	1	1060714	1
845429	5	1061256	5
848815	2	1065770	2
849887	3	1067204	3
851767	3	1069639	3
853603	2	1071946	2
855075	5	1073739	5
856836	3	1076041	3
857969	4	1077365	4
860370	1	1080659	1
861219	4	1081845	4
863793	1	1084954	1
864385	3	1085742	3
865788	3	1087599	3
866957	3	1089276	3
868270	2	1090944	2
868754	2	1091541	2
870810	1	1093919	1
871266	3	1094523	3
872933	3	1096558	3
874846	4	1098840	4
878312	1	1103235	1
878860	1	1103978	1
879015	2	1104199	2
879636	5	1104865	5
881629	1	1107220	1
881989	4	1107718	4
883870	4	1110197	4
885410	1	1112243	1
885804	3	1112842	3
887493	2	1114925	2
888826	3	1116791	3
890440	3	1118781	3
891523	1	1120053	1
892025	2	1120634	2
892789	1	1121638	1
893154	5	1122153	5
895996	4	1125499	4
897867	4	1127714	4
901026	5	1131582	5
903540	4	1134807	4
905921	5	1137824	5
910327	1	1143348	1
910547	3	1143579	3
911451	3	1144824	3
913095	4	1147236	4
916216	3	1151080	3
918339	4	1153687	4
920256	3	1156106	3
921839	3	1158277	3
923599	3	1160515	3
924573	5	1161732	5
924686	3	1161845	3
926872	3	1164496	3
928091	1	1166044	1
928311	3	1166363	3
929110	4	1167719	4
930802	3	1169825	3
932437	2	1171890	2
933420	3	1173156	3
934664	2	1174852	2
936175	5	1176621	5
938297	1	1179066	1
938588	1	1179419	1
939253	1	1180220	1
939884	1	1181061	1
941005	3	1182348	3
943386	3	1184976	3
945239	5	1187089	5
948491	2	1191040	2
950561	1	1193530	1
951005	1	1194135	1
952056	1	1195400	1
952756	2	1196363	2
953804	4	1197615	4
955196	2	1199250	2
955921	5	1200077	5
958824	2	1203442	2
959624	2	1204534	2
960247	3	1205396	3
962362	2	1208401	2
962980	1	1209184	1
963505	1	1209965	1
964353	2	1211165	2
965025	2	1212040	2
967040	2	1214415	2
968351	4	1216271	4
970323	2	1218833	2
971177	2	1219824	2
971934	1	1220808	1
972236	1	1221220	1
972663	4	1221647	4
973765	3	1223189	3
975638	2	1225504	2
976412	1	1226413	1
976707	2	1226727	2
977346	1	1227444	1
977770	3	1227970	3
979345	4	1229881	4
981717	3	1233015	3
982962	1	1234568	1
983341	2	1235003	2
984270	4	1236139	4
985771	3	1237847	3
988046	2	1241304	2
989044	3	1242648	3
989909	4	1243677	4
993418	4	1247987	4
995926	5	1251227	5
999631	4	1255671	4
1001722	4	1258053	4
1003555	2	1260453	2
1005391	3	1262611	3
1006237	1	1263812	1
1006537	4	1264210	4
1008726	1	1266558	1
1009213	2	1267075	2
1010785	3	1269203	3
1011666	3	1270473	3
1014428	3	1273844	3
1016460	3	1276356	3
1018122	3	1278672	3
1020429	3	1281323	3
1022602	1	1283929	1
1023205	3	1284758	3
1025304	3	1287060	3
1026325	4	1288493	4
1027748	4	1290530	4
1029438	3	1292732	3
1031223	3	1294795	3
1032782	2	1296950	2
1033865	1	1298239	1
1034524	5	1299126	5
1036567	2	1301590	2
1037342	1	1302505	1
1038079	3	1303459	3
1039305	2	1305191	2
1040244	5	1306554	5
1043793	5	1311236	5
1045995	1	1313785	1
1046215	2	1314089	2
1047181	5	1315332	5
1049624	2	1318491	2
1050169	1	1319254	1
1050597	1	1319818	1
1051024	3	1320480	3
1052246	1	1322027	1
1052751	2	1322644	2
1053340	3	1323419	3
1054929	2	1325387	2
1055745	3	1326374	3
1057161	5	1328130	5
1060535	5	1332400	5
1062591	3	1334805	3
1063025	3	1335323	3
1064619	5	1337578	5
1066119	3	1339368	3
1067706	3	1341319	3
1068607	1	1342426	1
1068757	5	1342609	5
1071696	3	1346202	3
1072455	1	1347151	1
1073273	1	1348076	1
1073613	3	1348470	3
1075536	2	1350901	2
1076723	2	1352341	2
1077814	3	1353870	3
1079060	4	1355517	4
1081289	2	1358486	2
1082482	5	1359816	5
1086734	4	1364871	4
1088595	1	1367153	1
1089274	1	1368101	1
1089532	3	1368401	3
1090779	2	1369755	2
1092764	1	1372289	1
1093067	3	1372716	3
1093959	1	1373735	1
1094047	5	1373853	5
1095480	1	1375540	1
1096406	3	1376715	3
1098076	5	1378782	5
1100645	1	1381791	1
1101261	4	1382554	4
1103641	2	1385537	2
1104427	3	1386430	3
1105478	4	1387638	4
1106023	1	1388291	1
1106674	2	1389094	2
1107512	1	1390170	1
1108246	1	1391036	1
1108455	3	1391333	3
1109657	1	1392938	1
1110211	1	1393644	1
1110968	4	1394480	4
1112221	1	1395924	1
1112534	1	1396376	1
1112810	2	1396794	2
1113366	1	1397446	1
1113707	1	1397884	1
1114520	5	1398784	5
1115565	1	1400036	1
1115952	3	1400544	3
1118048	2	1403340	2
1119152	3	1404728	3
1119801	1	1405638	1
1119825	2	1405662	2
1120869	4	1406938	4
1123577	4	1410226	4
1125102	5	1412501	5
1127119	2	1414990	2
1128079	2	1416184	2
1129107	2	1417482	2
1129624	1	1418164	1
1130397	2	1419000	2
1131032	1	1419777	1
1131173	5	1419967	5
1133035	4	1422448	4
1133944	4	1423647	4
1136244	5	1426556	5
1138638	1	1429991	1
1139161	3	1430598	3
1140493	4	1432702	4
1141618	1	1434182	1
1142369	4	1435183	4
1143801	3	1437086	3
1145456	3	1439273	3
1146826	4	1441036	4
1149649	5	1444260	5
1152309	3	1447363	3
1153203	1	1448663	1
1153629	2	1449158	2
1154883	4	1450795	4
1157227	3	1453510	3
1159047	2	1455668	2
1159084	4	1455705	4
1161577	3	1458679	3
1162835	3	1461386	3
1164366	2	1463406	2
1165203	2	1464429	2
1165940	2	1465210	2
1167175	2	1466568	2
1167685	3	1467193	3
1168870	3	1468651	3
1169792	4	1469887	4
1170902	3	1471266	3
1171684	3	1472207	3
1173433	2	1474622	2
1173851	3	1475143	3
1175070	3	1476634	3
1175948	5	1477662	5
1179370	4	1481808	4
1181161	5	1483840	5
1184452	3	1487382	3
1185755	2	1489213	2
1186192	2	1489729	2
1187276	1	1491158	1
1187864	4	1492015	4
1190012	4	1494601	4
1192499	3	1497644	3
1193460	2	1498937	2
1194799	2	1500707	2
1196149	2	1502323	2
1197407	4	1503930	4
1200484	2	1507425	2
1201290	1	1508623	1
1201542	2	1508993	2
1202707	3	1510484	3
1204287	5	1512179	5
1206929	5	1515706	5
1209223	2	1518337	2
1210404	4	1519855	4
1212256	4	1522089	4
1213618	5	1523647	5
1216192	3	1526915	3
1217410	3	1528416	3
1219200	2	1530685	2
1220270	2	1532193	2
1221685	3	1534210	3
1223983	4	1537300	4
1227124	3	1541395	3
1228296	3	1543203	3
1229501	1	1544492	1
1229877	5	1545002	5
1231934	4	1547580	4
1235004	1	1551443	1
1235414	3	1551897	3
1236248	1	1552976	1
1236657	2	1553466	2
1237438	4	1554512	4
1239093	5	1556361	5
1242271	5	1560129	5
1243411	4	1561533	4
1246164	4	1564596	4
1247408	3	1566414	3
1248852	4	1568137	4
1250613	4	1570447	4
1252915	4	1573177	4
1254509	4	1575103	4
1255977	1	1576928	1
1256636	3	1577761	3
1258227	3	1579776	3
1260500	2	1582564	2
1261718	2	1583906	2
1261752	1	1583940	1
1262417	5	1584792	5
1265452	1	1588191	1
1265927	4	1588736	4
1269575	5	1592636	5
1273172	2	1596509	2
1273962	1	1597470	1
1274587	1	1598293	1
1274885	1	1598673	1
1275583	1	1599705	1
1276266	1	1600520	1
1276660	3	1601070	3
1277692	1	1602334	1
1278462	1	1603226	1
1278946	5	1603841	5
1281549	4	1607062	4
1283031	4	1608663	4
1284957	3	1610807	3
1286299	3	1612344	3
1288277	1	1614851	1
1288731	2	1615340	2
1289646	2	1616435	2
1290479	2	1617409	2
1291203	1	1618404	1
1291611	3	1618999	3
1292591	1	1620447	1
1293345	1	1621315	1
1293487	1	1621483	1
1293622	1	1621683	1
1293924	2	1622031	2
1294320	1	1622474	1
1294961	2	1623319	2
1295470	3	1623926	3
1297053	4	1626195	4
1299374	3	1629084	3
1302626	3	1633233	3
1303397	1	1634292	1
1303633	2	1634621	2
1304153	3	1635298	3
1306069	2	1637634	2
1307341	4	1639346	4
1309218	3	1641514	3
1311436	2	1644051	2
1312406	3	1645097	3
1313307	1	1646251	1
1313448	3	1646431	3
1314319	4	1647540	4
1315721	4	1649329	4
1317769	3	1652210	3
1319319	2	1654307	2
1320547	4	1655910	4
1322215	3	1658009	3
1324155	4	1660472	4
1325532	4	1662347	4
1327411	3	1664706	3
1328516	2	1666100	2
1329732	3	1667679	3
1331854	2	1670404	2
1332875	4	1671756	4
1334280	1	1673516	1
1334815	4	1674205	4
1336886	1	1676625	1
1337381	2	1677258	2
1337902	3	1677779	3
1339454	1	1679884	1
1340149	1	1680690	1
1340279	2	1680882	2
1341241	2	1682107	2
1341949	1	1682978	1
1342530	3	1683830	3
1345048	2	1686814	2
1345450	2	1687379	2
1346215	2	1688428	2
1346864	2	1689237	2
1347459	2	1689964	2
1349063	4	1691738	4
1351571	3	1694656	3
1352565	5	1695912	5
1354674	3	1698320	3
1355486	3	1699498	3
1356709	4	1701021	4
1357787	3	1702208	3
1358680	5	1703248	5
1359749	4	1704428	4
1361072	1	1706152	1
1361093	1	1706173	1
1361762	2	1706953	2
1362587	1	1707901	1
1363115	3	1708555	3
1364174	1	1709885	1
1364692	1	1710500	1
1365162	2	1711164	2
1366078	4	1712424	4
1367270	4	1713746	4
1370011	2	1717297	2
1371011	4	1718715	4
1372488	2	1720694	2
1373250	2	1721725	2
1373290	4	1721765	4
1376006	5	1724905	5
1377786	3	1726853	3
1379323	1	1728710	1
1379813	3	1729327	3
1380899	1	1730716	1
1381353	2	1731338	2
1382819	4	1733198	4
1385609	4	1736524	4
1388946	3	1741133	3
1390071	5	1742623	5
1393505	5	1747273	5
1395713	3	1749971	3
1396918	5	1751550	5
1398964	5	1754708	5
1402030	4	1758987	4
1403560	5	1760869	5
1406499	3	1764336	3
1407729	5	1766085	5
1409926	2	1769158	2
1410580	1	1770040	1
1410682	1	1770166	1
1411215	4	1770861	4
1412259	3	1772098	3
1414534	4	1774583	4
1417020	1	1777740	1
1417422	1	1778228	1
1417858	4	1778796	4
1419476	4	1780658	4
1421580	1	1783297	1
1421869	3	1783621	3
1422488	2	1784402	2
1423330	4	1785421	4
1426040	4	1788778	4
1428256	2	1791634	2
1429018	4	1792593	4
1430955	4	1794998	4
1434164	4	1798749	4
1435906	3	1800754	3
1437102	5	1802157	5
1439998	1	1805354	1
1440258	4	1805710	4
1441303	3	1807076	3
1443425	4	1809598	4
1445609	4	1812259	4
1448103	3	1815098	3
1448919	4	1816035	4
1450814	3	1818322	3
1452173	2	1819900	2
1452367	3	1820201	3
1453122	2	1821014	2
1453907	2	1821949	2
1454876	1	1823045	1
1455013	4	1823253	4
1456217	1	1824521	1
1456764	2	1825146	2
1457292	4	1825801	4
1459689	4	1828512	4
1461675	3	1830924	3
1462678	3	1832078	3
1463517	3	1833062	3
1465088	4	1835308	4
1467572	2	1838517	2
1468824	2	1839919	2
1470331	1	1841770	1
1470994	3	1842621	3
1472323	3	1844257	3
1474917	3	1847458	3
1476548	2	1849481	2
1477514	2	1850601	2
1479323	2	1852659	2
1480445	1	1854060	1
1481418	1	1855386	1
1481969	2	1855984	2
1482966	4	1857194	4
1484916	3	1859719	3
1486019	1	1861368	1
1486840	5	1862273	5
1489822	2	1865862	2
1491010	3	1867424	3
1493064	4	1869924	4
1495490	4	1872722	4
1497272	4	1874861	4
1499730	4	1878005	4
1501447	3	1880340	3
1503167	2	1882703	2
1503936	4	1883822	4
1506615	1	1887339	1
1507394	2	1888378	2
1508250	3	1889672	3
1509336	4	1890984	4
1510691	3	1892629	3
1512165	1	1894384	1
1512299	2	1894639	2
1513237	3	1895718	3
1514089	2	1896873	2
1514129	3	1896913	3
1516725	2	1900453	2
1517546	4	1901592	4
1519012	4	1903289	4
1521761	5	1906970	5
1524721	2	1910327	2
1526003	5	1912066	5
1527942	4	1914324	4
1529604	3	1916409	3
1530570	3	1917586	3
1533471	1	1921040	1
1533778	5	1921407	5
1536207	5	1924906	5
1538040	4	1927037	4
1539028	1	1928188	1
1540101	4	1929488	4
1541716	1	1931525	1
1541892	1	1931799	1
1542159	5	1932134	5
1543360	4	1933976	4
1544867	1	1935783	1
1545390	5	1936637	5
1547351	3	1939148	3
1548765	3	1940949	3
1549431	4	1941736	4
1552121	1	1945139	1
1552675	3	1945853	3
1553717	1	1947196	1
1554266	5	1947786	5
1556749	3	1950705	3
1557829	2	1952203	2
1559063	3	1953783	3
1560233	3	1955410	3
1562492	1	1958029	1
1563225	1	1958962	1
1563813	2	1959785	2
1564693	2	1960929	2
1565166	1	1961585	1
1565358	2	1961777	2
1565969	1	1962675	1
1566354	3	1963132	3
1568407	1	1965300	1
1568895	2	1965886	2
1569542	5	1966678	5
1571487	4	1969074	4
1572569	3	1970402	3
1574513	4	1972880	4
1576069	1	1974773	1
1577059	5	1976107	5
1581633	2	1981774	2
1582620	3	1982965	3
1585490	4	1986672	4
1586837	1	1988395	1
1586875	3	1988433	3
1588102	4	1989989	4
1590404	2	1992765	2
1591264	1	1993923	1
1591629	4	1994452	4
1593484	4	1996526	4
1595981	2	1999438	2
1596023	4	1999480	4
1598384	4	2002653	4
1599578	1	2004024	1
1600009	2	2004623	2
1600739	2	2005658	2
1602348	2	2007805	2
1603151	3	2008766	3
1604094	1	2010032	1
1604501	5	2010612	5
1605340	5	2011769	5
1607849	1	2014814	1
1608441	2	2015755	2
1609418	4	2016851	4
1611360	4	2019128	4
1614505	3	2022955	3
1616854	1	2026327	1
1616866	2	2026339	2
1617743	4	2027369	4
1619651	1	2029541	1
1620084	5	2030223	5
1622651	2	2033158	2
1623015	2	2033632	2
1623469	1	2034337	1
1623895	1	2034861	1
1624386	4	2035392	4
1626538	5	2038058	5
1629173	4	2041015	4
1632009	1	2044626	1
1632638	3	2045545	3
1634010	4	2047023	4
1635241	1	2048561	1
1635403	3	2048739	3
1636197	5	2049870	5
1636315	4	2049988	4
1637457	4	2051517	4
1639522	2	2053806	2
1639958	1	2054297	1
1640151	1	2054533	1
1640417	2	2054854	2
1640879	2	2055492	2
1642468	4	2057305	4
1645965	3	2061343	3
1647635	2	2063409	2
1648295	2	2064349	2
1649583	4	2065951	4
1650717	3	2067276	3
1652270	1	2069346	1
1652437	5	2069617	5
1654061	1	2071722	1
1654674	2	2072588	2
1655605	3	2073724	3
1657273	2	2075586	2
1658464	3	2077153	3
1659445	1	2078362	1
1659981	2	2079030	2
1660772	2	2079978	2
1661300	1	2080568	1
1661521	4	2080920	4
1663782	2	2083587	2
1664783	3	2084878	3
1665747	4	2086243	4
1666841	2	2087666	2
1667565	4	2088570	4
1668849	1	2089871	1
1669572	2	2090733	2
1669610	2	2090771	2
1669819	1	2091028	1
1669845	3	2091054	3
1671034	5	2092691	5
1673335	1	2095424	1
1674099	4	2096514	4
1675054	3	2097743	3
1676037	5	2098999	5
1677805	5	2101212	5
1679024	1	2102825	1
1679523	4	2103384	4
1681053	1	2105057	1
1681579	2	2105678	2
1682202	3	2106607	3
1684056	3	2109058	3
1685242	1	2110790	1
1685591	4	2111250	4
1686903	2	2112987	2
1687749	2	2114289	2
1688784	2	2115602	2
1689308	3	2116344	3
1691447	3	2118890	3
1692617	1	2120154	1
1693101	4	2120827	4
1694524	4	2122676	4
1696260	1	2125505	1
1696671	3	2126036	3
1697350	5	2126812	5
1698603	2	2128219	2
1699648	4	2129648	4
1701415	2	2131608	2
1702847	5	2133504	5
1705770	5	2137067	5
1708327	2	2139867	2
1708933	4	2140555	4
1711395	2	2143228	2
1712393	2	2144747	2
1713501	4	2146021	4
1715593	3	2148415	3
1716250	1	2149218	1
